,priop,UDD_KODE,kvotient,kvote,land,Campus,MAT_Niveau,MATGrade,ENG_Niveau,ENGGrade,DAN_Niveau,DANGrade,gender,ADGGRU,zip,residenceBeforeEnrolment,ageAtEnrolment,enrolID,startaar,startsn,Uddannelse,startramme,Ramme_kode,startstudordna,Studieordningskode,startfak,slutramme,slutsn,slutfak,NU,Norm tid,Norm+1 aar,statussn,udmeldsn,fradatosn,slutdatosn,stype,startMonth,yearOfEnrolment,EndSemester,SPV,1_T_atnBy,1_T_atpIn,1_NT_atnBy,1_NT_atpIn,1_El_atnBy,1_El_atpIn,1_Pr_atnBy,1_Pr_atpIn,2_T_atnBy,2_T_atpIn,2_NT_atnBy,2_NT_atpIn,2_El_atnBy,2_El_atpIn,2_Pr_atnBy,2_Pr_atpIn,3_T_atnBy,3_T_atpIn,3_NT_atnBy,3_NT_atpIn,3_El_atnBy,3_El_atpIn,3_Pr_atnBy,3_Pr_atpIn,4_T_atnBy,4_T_atpIn,4_NT_atnBy,4_NT_atpIn,4_El_atnBy,4_El_atpIn,4_Pr_atnBy,4_Pr_atpIn,5_T_atnBy,5_T_atpIn,5_NT_atnBy,5_NT_atpIn,5_El_atnBy,5_El_atpIn,5_Pr_atnBy,5_Pr_atpIn,6_T_atnBy,6_T_atpIn,6_NT_atnBy,6_NT_atpIn,6_El_atnBy,6_El_atpIn,6_Pr_atnBy,6_Pr_atpIn,7_T_atnBy,7_T_atpIn,7_NT_atnBy,7_NT_atpIn,7_El_atnBy,7_El_atpIn,7_Pr_atnBy,7_Pr_atpIn,8_T_atnBy,8_T_atpIn,8_NT_atnBy,8_NT_atpIn,8_El_atnBy,8_El_atpIn,8_Pr_atnBy,8_Pr_atpIn,9_T_atnBy,9_T_atpIn,9_NT_atnBy,9_NT_atpIn,9_El_atnBy,9_El_atpIn,9_Pr_atnBy,9_Pr_atpIn,10_T_atnBy,10_T_atpIn,10_NT_atnBy,10_NT_atpIn,10_El_atnBy,10_El_atpIn,10_Pr_atnBy,10_Pr_atpIn,1_El_nom,1_NT_nom,1_Pr_nom,1_T_nom,2_El_nom,2_NT_nom,2_Pr_nom,2_T_nom,3_El_nom,3_NT_nom,3_Pr_nom,3_T_nom,4_El_nom,4_NT_nom,4_Pr_nom,4_T_nom,5_El_nom,5_NT_nom,5_Pr_nom,5_T_nom,6_El_nom,6_NT_nom,6_Pr_nom,6_T_nom,1_El_mGPA,1_NT_mGPA,1_Pr_mGPA,1_T_mGPA,2_El_mGPA,2_NT_mGPA,2_Pr_mGPA,2_T_mGPA,3_El_mGPA,3_NT_mGPA,3_Pr_mGPA,3_T_mGPA,4_El_mGPA,4_NT_mGPA,4_Pr_mGPA,4_T_mGPA,5_El_mGPA,5_NT_mGPA,5_Pr_mGPA,5_T_mGPA,6_El_mGPA,6_NT_mGPA,6_Pr_mGPA,6_T_mGPA,7_El_mGPA,7_NT_mGPA,7_Pr_mGPA,7_T_mGPA,8_El_mGPA,8_NT_mGPA,8_Pr_mGPA,8_T_mGPA,9_El_mGPA,9_NT_mGPA,9_Pr_mGPA,9_T_mGPA,10_El_mGPA,10_NT_mGPA,10_Pr_mGPA,10_T_mGPA
575,2. <af>vrige,25315,3.3,1,Danmark,Kbh.,B,6,A,3.333333333,A,3.333333333,MÌ_nd,HHX,2300,Ì÷st for StorebÌ_l,23,1913,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2013,02/07/2014,bachelor,9,2013,4,BSc2010,0,0,5,10,0,0,15,15,0,10,10,5,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,2,0,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667,NA,2,2,-1.666666667
576,1.prio,25315,9.1,1,Danmark,Kbh.,A,7,B,9,A,9,MÌ_nd,STX,4000,Ì÷st for StorebÌ_l,21,2085,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,5.LÌ_ser stadigt,Norm Aktiv,Norm+ Aktiv,Ì´ben,Indskrevet,01/09/2013,NA,bachelor,9,2013,NA,BSc2010,0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,20,5,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,30,0,0,0,55,15,35,0,35,5,0,0,75,20,35,0,35,5,0,0,75,0,40,10,35,10,0,0,75,0,40,0,35,0,0,0,75,0,40,0,35,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,12,7,0,NA,12,7,9.333333333,NA,12,7,8.75,NA,12,7,8.166666667,NA,12,6.25,8.166666667,NA,12,7,8.166666667,NA,6.666666667,7,8.166666667,NA,5,7,5.75,NA,5,7,5.75,NA,5,7,5.75
577,2. <af>vrige,25315,7.1,1,Danmark,Kbh.,B,7,A,8.5,A,3,MÌ_nd,HTX,2500,Ì÷st for StorebÌ_l,21,1921,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2013,03/08/2014,bachelor,9,2013,4,BSc2010,0,0,5,10,0,0,10,15,5,15,10,10,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,5,0,10,0,0,0,10,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333,NA,3.5,7,-0.333333333
578,2. <af>vrige,25315,7.8,1,Danmark,Kbh.,A,9,A,10,A,6,MÌ_nd,STX,4000,Ì÷st for StorebÌ_l,19,527,2016,Medieteknologi,Medialogi,Kandidatuddannelse - NAT Medialogi,NJM7014O,2.-4. semester Medialogi,DMR80142,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2016,01/06/2017,kandidat,9,2016,3,MSc2011,0,5,5,5,5,5,15,15,5,5,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5,0,5,0,5,0,15,0,5.000000001,5,15,5,15,10,30,5,15,10,30,5,15,10,60,5,15,10,60,5,15,10,60,5,NA,7,10,-4,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1,NA,7,10,-1
579,2. <af>vrige,25315,7.8,1,Danmark,Kbh.,A,9,A,10,A,6,MÌ_nd,STX,4000,Ì÷st for StorebÌ_l,19,2194,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,23/08/2016,bachelor,9,2013,8,BSc2010,0,0,10,10,0,0,15,15,10,15,15,5,0,0,15,0,20,10,20,10,0,0,25,10,35,15,30,10,0,0,40,15,35,0,35,5,0,0,55,15,45,10,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,10,0,NA,4,10,4.666666667,NA,7,6,4,NA,7,3.5,4,NA,7,4.8,4,NA,7,5.166666667,3.909090909,NA,7,5.166666667,3.909090909,NA,7,5.166666667,3.909090909,NA,7,5.166666667,3.909090909,NA,7,5.166666667,3.909090909
580,1.prio,25315,5.1,1,Danmark,Kbh.,B,4.333333333,A,10.66666667,A,3.333333333,Kvinder,STX,1810,Ì÷st for StorebÌ_l,19,1993,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2013,19/10/2015,bachelor,9,2013,6,BSc2010,0,0,0,10,0,0,15,15,10,15,5,15,0,0,15,0,10,5,5,5,0,0,15,0,10,10,5,5,0,0,15,0,10,0,5,0,0,0,15,0,10,0,5,0,0,0,15,0,10,0,5,0,0,0,15,0,10,0,5,0,0,0,15,0,10,0,5,0,0,0,15,0,10,0,5,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,0,4,1.333333333,NA,-1.666666667,4,1,NA,-2.5,4,-0.2,NA,-2.5,4,-0.2,NA,-2.5,4,-0.2,NA,-2.5,4,-0.2,NA,-2.5,4,-0.2,NA,-2.5,4,-0.2,NA,-2.5,4,-0.2
581,2. <af>vrige,25315,6.1,1,Litauen,Kbh.,B,2,B,2,NA,NA,Kvinder,Udenlandsk adg.grundlag,2450,Ì÷st for StorebÌ_l,25,2086,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,5.LÌ_ser stadigt,Norm Aktiv,Norm+ Aktiv,Ì´ben,Indskrevet,01/09/2013,NA,bachelor,9,2013,NA,BSc2010,0,0,5,10,0,0,15,15,5,15,15,10,0,0,15,0,5,5,25,10,0,0,15,0,10,25,30,5,0,0,40,25,10,5,30,5,0,0,55,15,30,20,40,10,0,0,55,0,30,0,40,0,0,0,55,0,40,10,40,0,0,0,55,0,40,0,40,0,0,0,55,0,40,0,40,0,0,0,55,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,7,0,NA,1,7,1,NA,4.666666667,7,0.8,NA,4.666666667,6,0.1,NA,2.25,7,0.090909091,NA,2.6,7,0.6875,NA,2.6,7,0.6875,NA,2.6,7,0.764705882,NA,2.6,7,0.764705882,NA,2.6,7,0.764705882
582,2. <af>vrige,25315,6.7,1,Sverige,Kbh.,A,3,A,10.66666667,A,2.666666667,MÌ_nd,STX,5000,Fyn + Ì÷er,20,1904,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2013,23/04/2014,bachelor,9,2013,3,BSc2010,0,0,10,10,0,0,5,15,5,5,10,0,0,0,15,10,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,-3,0,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4,NA,7,-0.5,4
583,1.prio,25315,9.4,1,Danmark,Kbh.,B,11,B,7,A,8.5,MÌ_nd,HF,2800,Ì÷st for StorebÌ_l,30,2100,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Aktiv,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,01/02/2017,bachelor,9,2013,9,BSc2010,0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,15,0,25,10,0,0,25,10,30,15,30,5,0,0,40,15,30,0,30,0,0,0,55,15,35,10,40,15,0,0,75,20,35,0,45,5,0,0,75,0,40,5,45,0,0,0,75,0,40,0,45,0,0,0,75,0,40,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,0,NA,7,7,8,NA,9.5,8.5,8,NA,9.5,8,4.666666667,NA,9.5,9,4.666666667,NA,2.25,9.2,2.555555556,NA,3.2,9.2,2.555555556,NA,3.2,9.2,2.7,NA,3.2,9.2,2.7,NA,3.2,9.2,2.7
584,1.prio,25315,6.6,1,Danmark,Kbh.,B,5,A,6,A,6,Kvinder,STX,2800,Ì÷st for StorebÌ_l,19,1906,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2013,30/04/2014,bachelor,9,2013,3,BSc2010,0,0,5,10,0,0,15,15,5,5,10,5,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,7,0,NA,4,7,1,NA,4,7,1,NA,4,7,1,NA,4,7,1,NA,4,7,1,NA,4,7,1,NA,4,7,1,NA,4,7,1,NA,4,7,1
585,1.prio,25315,6.6,1,Danmark,Kbh.,A,5.5,B,8,A,5.5,MÌ_nd,HF,2000,Ì÷st for StorebÌ_l,25,535,2016,Medieteknologi,Medialogi,Kandidatuddannelse - NAT Medialogi,NJM7014O,2.-4. semester Medialogi,DMR80142,TEK-NAT,,,,5.LÌ_ser stadigt,Norm Aktiv,Norm+ Aktiv,Ì´ben,Indskrevet,01/09/2016,NA,kandidat,9,2016,NA,MSc2011,5,5,0,5,0,5,15,15,5,0,5,10,5,15,30,15,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5,0,5,0,5,0,30,0,5.000000001,5,15,5,15,10,30,5,15,10,30,5,15,10,60,5,15,10,60,5,15,10,60,5,NA,0,10,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4,-4,-0.666666667,11,4
586,1.prio,25315,6.6,1,Danmark,Kbh.,A,5.5,B,8,A,5.5,MÌ_nd,HF,2000,Ì÷st for StorebÌ_l,25,2161,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,01/07/2016,bachelor,9,2013,8,BSc2010,0,0,5,10,0,0,15,15,15,15,15,10,0,0,15,0,15,0,20,5,0,0,25,10,35,20,30,10,0,0,40,15,35,0,35,5,0,0,55,15,45,10,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,0,NA,3.5,10,3.5,NA,3.5,10,3.5,NA,5.666666667,10.66666667,3.375,NA,6,10.5,3.375,NA,6,10.8,3.272727273,NA,6,10.8,3.272727273,NA,6,10.8,3.272727273,NA,6,10.8,3.272727273,NA,6,10.8,3.272727273
587,1.prio,25315,6.3,1,Danmark,Kbh.,A,4,B,8,A,6.25,MÌ_nd,STX,3400,Ì÷st for StorebÌ_l,21,1868,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2013,30/12/2013,bachelor,9,2013,2,BSc2010,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,2. <af>vrige,25315,3.4,1,Danmark,Kbh.,A,5.5,A,4,A,4,MÌ_nd,STX,2700,Ì÷st for StorebÌ_l,23,2180,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,14/07/2016,bachelor,9,2013,8,BSc2010,0,0,5,10,0,0,15,15,15,15,15,10,0,0,15,0,15,0,20,5,0,0,25,10,30,20,30,10,0,0,40,15,30,5,35,5,0,0,55,15,45,15,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,0,NA,3.5,10,3.25,NA,3.5,10,3.25,NA,5.666666667,10.66666667,2.375,NA,6.75,10.5,2.111111111,NA,6.75,10.8,2.230769231,NA,6.75,10.8,2.230769231,NA,6.75,10.8,2.230769231,NA,6.75,10.8,2.230769231,NA,6.75,10.8,2.230769231
589,2. <af>vrige,25315,8.6,1,Danmark,Kbh.,B,9.75,A,8,A,7,MÌ_nd,STX,4000,Ì÷st for StorebÌ_l,21,2162,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Gnf.,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,01/07/2016,bachelor,9,2013,8,BSc2010,0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,20,5,25,10,0,0,25,10,35,15,30,5,0,0,40,15,35,0,30,0,0,0,55,15,45,10,45,15,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,0,NA,7,4,7.333333333,NA,8.5,7,8,NA,8.5,7,8.166666667,NA,8.5,7.75,8.166666667,NA,6,8.6,7.5,NA,6,8.6,7.5,NA,6,8.6,7.5,NA,6,8.6,7.5,NA,6,8.6,7.5
590,2. <af>vrige,25315,4.2,1,Danmark,Kbh.,B,2,B,2,NA,NA,Kvinder,Sproglig student,2000,Ì÷st for StorebÌ_l,22,1962,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2013,18/05/2015,bachelor,9,2013,5,BSc2010,0,0,10,10,0,0,15,15,0,15,10,5,0,0,15,0,0,5,15,10,0,0,15,10,0,5,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,2,0,NA,4,2,-5,NA,1,1,-3.75,NA,1,1,-3.75,NA,1,1,-3.75,NA,1,1,-3.75,NA,1,1,-3.75,NA,1,1,-3.75,NA,1,1,-3.75,NA,1,1,-3.75
591,1.prio,25315,6.7,1,Danmark,Kbh.,A,3.75,B,5.333333333,A,3.333333333,MÌ_nd,HTX,4220,Ì÷st for StorebÌ_l,21,2097,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Aktiv,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,19/01/2017,bachelor,9,2013,9,BSc2010,0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,20,5,25,10,0,0,25,10,30,20,30,10,0,0,40,15,30,0,35,5,0,0,55,15,45,15,40,10,0,0,75,20,45,0,45,5,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,0,NA,7,7,5.333333333,NA,9.5,9.5,4.5,NA,9.5,10.33333333,1.714285714,NA,7.666666667,10.75,1.714285714,NA,7.666666667,11,2,NA,7.666666667,11,2,NA,7.666666667,11,2,NA,7.666666667,11,2,NA,7.666666667,11,2
592,1.prio,25315,9.1,1,Gr<be>kenland,Kbh.,B,2,B,2,NA,NA,MÌ_nd,Udenlandsk adg.grundlag,2610,Ì÷st for StorebÌ_l,32,2101,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,6. BAC.,Norm Aktiv,Norm+ Gnf.,afslutte,Afsluttet,01/09/2013,01/02/2017,bachelor,9,2013,9,BSc2010,0,0,10,10,0,0,15,15,15,15,15,5,0,0,15,0,15,0,25,10,0,0,15,0,25,10,25,5,0,0,40,25,30,5,30,5,0,0,55,15,40,15,45,15,0,0,75,20,40,0,45,0,0,0,75,0,45,5,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,10,0,NA,7,10,5,NA,9.5,10,5,NA,9.5,7,4.75,NA,7.666666667,7.75,4.2,NA,7.666666667,7.6,2.875,NA,7.666666667,7.6,2.875,NA,7.666666667,7.6,3,NA,7.666666667,7.6,3,NA,7.666666667,7.6,3
593,2. <af>vrige,25315,6.5,1,Danmark,Kbh.,B,3.333333333,A,7,A,7,Kvinder,STX,4293,Ì÷st for StorebÌ_l,20,1864,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,1.-2. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af den studerende,01/09/2013,05/11/2013,bachelor,9,2013,2,BSc2010,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,1.prio,25315,11.3,1,Rum<be>nien,Kbh.,B,2,B,2,NA,NA,Kvinder,Udenlandsk adg.grundlag,540510,Ikke oplyst,20,1994,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2013,19/10/2015,bachelor,9,2013,6,BSc2010,0,0,5,10,0,0,5,15,5,15,10,10,0,0,15,10,5,5,10,5,0,0,15,0,5,10,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,5,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,-3,0,NA,1,-0.5,-0.75,NA,-1,-0.5,-1.6,NA,-1,-0.5,-2.166666667,NA,-1,-0.5,-2.166666667,NA,-1,-0.5,-2.166666667,NA,-1,-0.5,-2.166666667,NA,-1,-0.5,-2.166666667,NA,-1,-0.5,-2.166666667,NA,-1,-0.5,-2.166666667
595,1.prio,25315,2.4,1,Danmark,Kbh.,A,0.666666667,B,2.5,A,2,MÌ_nd,STX,2680,Ì÷st for StorebÌ_l,19,2003,2013,Medieteknologi,Medialogi,Bacheloruddannelse - BSc Medialogi,NJM1610O,3.-6. semester Medialogi,NA,TEK-NAT,,,,1.Frafald  < 1 STÌÉ,Norm Afb.,Norm+ Afb.,afbrudt,Afbrudt af institutionen,01/09/2013,09/06/2016,bachelor,9,2013,7,BSc2010,0,0,5,10,0,0,15,15,0,15,5,10,0,0,15,0,0,5,5,10,0,0,15,0,0,5,5,5,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,10,0,NA,-5,10,-0.75,NA,-5,10,-1.6,NA,-5,10,-1.6,NA,-5,10,-1.6,NA,-5,10,-1.6,NA,-5,10,-1.6,NA,-5,10,-1.6,NA,-5,10,-1.6,NA,-5,10,-1.6
