"","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","startMonth","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA","priop","UDD_KODE","kvotient","kvote","land","Campus"
"562",1579,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2014-02-17,"bachelor",9,2012,4,"BSc2010",0,0,0,0,0,0,15,15,0,15,15,15,0,0,15,0,10,15,15,5,0,0,15,10,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,10,0,15,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,7,4,-1,NA,1,-0.5,0.6,NA,1,-0.5,0.6,NA,1,-0.5,0.6,NA,1,-0.5,0.6,NA,1,-0.5,0.6,NA,1,-0.5,0.6,NA,1,-0.5,0.6,NA,1,-0.5,0.6,"1.prio",25315,6.8,1,"Danmark","Kbh."
"563",1793,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,35,15,30,10,0,0,40,15,35,0,35,10,0,0,55,15,45,10,45,10,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,2,0,NA,7,2,5,NA,7,3,5,NA,7,2.66666666666667,3.83333333333333,NA,7,3,3.83333333333333,NA,7,3.8,3.625,NA,7,3.8,3.625,NA,7,3.8,3.625,NA,7,3.8,3.625,NA,7,3.8,3.625,"1.prio",25315,5.7,1,"Danmark","Kbh."
"564",1605,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-11-12,"bachelor",9,2012,5,"BSc2010",0,0,0,0,0,0,5,15,0,15,0,15,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,-5,0,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,"1.prio",25315,7.3,1,"Danmark","Kbh."
"565",1563,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-07-07,"bachelor",9,2012,2,"BSc2010",0,0,0,0,0,0,15,15,0,10,5,15,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,0,5,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,NA,4,4,-2.66666666666667,"1.prio",25315,3.3,1,"Danmark","Kbh."
"566",1689,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Aktiv","Norm+ Aktiv","afbrudt","Afbrudt af institutionen",2012-09-01,2017-05-23,"bachelor",9,2012,10,"BSc2010",0,0,0,0,0,0,15,15,10,15,15,15,0,0,15,0,20,10,20,5,0,0,15,0,25,10,30,10,0,0,40,25,25,0,30,5,0,0,55,15,25,10,35,15,0,0,75,20,25,0,35,0,0,0,75,0,30,15,45,10,0,0,75,0,30,5,45,0,0,0,75,0,30,5,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,12,0,NA,4,12,2.75,NA,8,12,2.6,NA,8,9.66666666666667,1.42857142857143,NA,8,7.75,1.42857142857143,NA,6.66666666666667,8.2,1.11111111111111,NA,6.66666666666667,8.2,1.11111111111111,NA,6.66666666666667,8.2,0.307692307692308,NA,6.66666666666667,8.2,0.0714285714285714,NA,6.66666666666667,8.2,0.0666666666666667,"1.prio",25315,5.4,1,"Danmark","Kbh."
"567",478,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJS80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2015-09-01,2017-06-20,"kandidat",9,2015,4,"MSc2011",5,5,5,5,0,0,15,15,5,0,10,5,15,15,30,15,5,0,10,0,15,0,30,0,5,0,10,0,15,0,60,30,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5,0,10,0,15,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,0,7,10,12,10,8.5,7,12,10,8.5,7,12,10,8.5,8.66666666666667,12,10,8.5,8.66666666666667,12,10,8.5,8.66666666666667,12,10,8.5,8.66666666666667,12,10,8.5,8.66666666666667,12,10,8.5,8.66666666666667,12,10,8.5,8.66666666666667,12,"1.prio",25315,5.6,1,"Danmark","Kbh."
"568",1833,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-08-28,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,35,15,30,10,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,4,4,6,NA,5.5,5.5,6,NA,5.5,4.33333333333333,6,NA,6,4.25,6,NA,6,4.8,5.875,NA,6,4.8,5.875,NA,6,4.8,5.875,NA,6,4.8,5.875,NA,6,4.8,5.875,"1.prio",25315,5.6,1,"Danmark","Kbh."
"569",1700,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Aktiv","afslutte","Afsluttet",2012-09-01,2017-01-10,"bachelor",9,2012,9,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,30,15,30,10,0,0,40,15,35,5,35,10,0,0,55,15,35,10,40,10,0,0,75,20,40,5,40,0,0,0,75,0,45,5,40,5,0,0,75,0,45,0,45,5,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,2,0,NA,7,2,5.33333333333333,NA,7,4.5,5.33333333333333,NA,7,5.33333333333333,3.66666666666667,NA,5.33333333333333,6.5,3.71428571428571,NA,5.33333333333333,7.2,2.6,NA,5.33333333333333,7.2,2.72727272727273,NA,5.33333333333333,7.2,2.66666666666667,NA,5.33333333333333,7.2,2.66666666666667,NA,5.33333333333333,7.2,2.66666666666667,"2. ¯vrige",25315,4.1,1,"Danmark","Kbh."
"570",560,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJS80141","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-02-01,NA,"kandidat",9,2016,NA,"MSc2011",5,0,0,0,15,0,15,0,5,0,5,5,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,-4.5,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,NA,-1.66666666666667,2,4,"1.prio",25315,6.5,1,"Danmark","Kbh."
"571",1720,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-02-01,"bachelor",9,2012,8,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,35,15,30,10,0,0,40,15,35,0,35,5,0,0,55,15,45,10,40,10,0,0,75,20,45,0,40,0,0,0,75,0,45,0,45,5,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,4,7,8.66666666666667,NA,7,7,8.66666666666667,NA,7,6,6.5,NA,7,6.25,6.5,NA,7,7,6.625,NA,7,7,6.625,NA,7,7,6.625,NA,7,7,6.625,NA,7,7,6.625,"1.prio",25315,6.5,1,"Danmark","Kbh."
"572",1532,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2013-02-26,"bachelor",9,2012,2,"BSc2010",0,0,0,0,0,0,5,15,0,5,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,-5,0,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,NA,NA,-5,-5,"1.prio",25315,8.9,1,"Danmark","Kbh."
"573",1606,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2012-09-01,2014-11-12,"bachelor",9,2012,5,"BSc2010",0,0,0,0,0,0,5,15,0,15,0,15,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,-5,0,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,NA,-5,-5,-5,"1.prio",25315,6.2,1,"Danmark","Kbh."
"574",1794,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,15,5,20,5,0,0,25,10,25,15,30,10,0,0,40,15,30,5,40,10,0,0,55,15,45,15,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,12,0,NA,7,12,9.33333333333333,NA,9.5,8,9.33333333333333,NA,9.5,6.66666666666667,5.33333333333333,NA,8.66666666666667,5.5,4.85714285714286,NA,8.66666666666667,6.8,5.8,NA,8.66666666666667,6.8,5.8,NA,8.66666666666667,6.8,5.8,NA,8.66666666666667,6.8,5.8,NA,8.66666666666667,6.8,5.8,"1.prio",25315,8.2,1,"Litauen","Kbh."
"575",1795,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,15,0,35,15,30,10,0,0,40,25,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,4,4,6,NA,8,4,6,NA,8,7,4.875,NA,8.66666666666667,7.75,4.875,NA,8.66666666666667,8.6,4.5,NA,8.66666666666667,8.6,4.5,NA,8.66666666666667,8.6,4.5,NA,8.66666666666667,8.6,4.5,NA,8.66666666666667,8.6,4.5,"1.prio",25315,7.5,1,"Danmark","Kbh."
"576",1505,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2012-12-11,"bachelor",9,2012,1,"BSc2010",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25315,3.2,1,"Danmark","Kbh."
"577",1510,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2012-09-01,2013-01-02,"bachelor",9,2012,1,"BSc2010",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25315,5.4,1,"Danmark","Kbh."
"578",1726,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-02-09,"bachelor",9,2012,8,"BSc2010",0,0,0,0,0,0,15,15,10,15,15,15,0,0,15,0,15,10,20,5,0,0,25,10,25,20,30,10,0,0,25,0,30,5,30,10,0,0,55,30,35,15,40,15,0,0,75,20,40,5,40,0,0,0,75,0,45,5,45,5,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,4,4,1.5,NA,7,5.5,1.6,NA,7,5.5,1.33333333333333,NA,4.66666666666667,4.25,1.4,NA,4,5.4,1.06666666666667,NA,4,5.4,1.125,NA,4,5.4,1.17647058823529,NA,4,5.4,1.17647058823529,NA,4,5.4,1.17647058823529,"1.prio",25315,6.7,1,"Danmark","Kbh."
"579",563,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","NJS80141","TEK-NAT","","","","7.KANDIDAT","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2016-02-09,2017-06-20,"kandidat",9,2016,2,"MSc2011",5,0,5,0,10,0,30,0,5,0,5,0,10,0,60,30,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5,0,5,0,10,0,60,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,4,4,7,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,4,4,8.66666666666667,2,"1.prio",25315,6.7,1,"Danmark","Kbh."
"580",1796,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,35,15,30,10,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,7,7,9.66666666666667,NA,8.5,7,9.66666666666667,NA,8.5,8,9.33333333333333,NA,9,8.5,9.33333333333333,NA,9,9.2,9.75,NA,9,9.2,9.75,NA,9,9.2,9.75,NA,9,9.2,9.75,NA,9,9.2,9.75,"1.prio",25315,11.1,1,"Danmark","Kbh."
"581",1797,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,15,5,20,5,0,0,25,10,35,20,30,10,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,0,NA,3.5,10,4.5,NA,4.66666666666667,11,4.5,NA,4.66666666666667,10.6666666666667,4.42857142857143,NA,6,9.75,4.42857142857143,NA,6,9.8,4.11111111111111,NA,6,9.8,4.11111111111111,NA,6,9.8,4.11111111111111,NA,6,9.8,4.11111111111111,NA,6,9.8,4.11111111111111,"1.prio",25315,9.6,1,"Danmark","Kbh."
"582",1798,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2015-06-29,"bachelor",9,2012,6,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,35,15,30,10,0,0,40,15,35,0,40,10,0,0,55,15,45,10,45,5,0,0,75,20,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,12,0,NA,7,12,6.33333333333333,NA,9.5,11,6.33333333333333,NA,9.5,8.66666666666667,5.83333333333333,NA,8.66666666666667,7.5,5.83333333333333,NA,8.66666666666667,8,6.125,NA,8.66666666666667,8,6.125,NA,8.66666666666667,8,6.125,NA,8.66666666666667,8,6.125,NA,8.66666666666667,8,6.125,"2. ¯vrige",25315,5.8,1,"Danmark","Kbh."
"583",1736,2012,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Aktiv","Norm+ Gnf.","afslutte","Afsluttet",2012-09-01,2016-06-06,"bachelor",9,2012,8,"BSc2010",0,0,0,0,0,0,15,15,15,15,15,15,0,0,15,0,20,5,20,5,0,0,25,10,25,15,30,10,0,0,40,15,30,5,35,10,0,0,55,15,40,15,45,10,0,0,75,20,40,0,45,0,0,0,75,0,45,5,45,0,0,0,75,0,45,0,45,0,0,0,75,0,45,0,45,0,0,0,75,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,7,0,NA,4,7,3.33333333333333,NA,7,7,3.33333333333333,NA,7,6,1.28571428571429,NA,3,7,1.625,NA,3.25,7.6,1.27272727272727,NA,3.25,7.6,1.27272727272727,NA,3.25,7.6,1.75,NA,3.25,7.6,1.75,NA,3.25,7.6,1.75,"1.prio",25315,5.1,1,"Danmark","Kbh."
"584",427,2015,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","1. semester Medialogi","NJK77141","TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2015-09-01,2015-12-03,"kandidat",9,2015,1,"MSc2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25315,5.1,1,"Danmark","Kbh."
